,Transition_From,Transition_To,Rate,Year,Race,Sex,Age_Group
1779,Very High,Very High,0.4310965731990054,8+,Other,Male,18-35
1780,Very High,Very High,0.4310965731990054,8+,White,Female,18-35
1781,Very High,Very High,0.4310965731990054,8+,Black,Female,18-35
1782,Very High,Very High,0.4310965731990054,8+,Hispanic,Female,18-35
1783,Very High,Very High,0.4310965731990054,8+,Other,Female,18-35
1784,Very High,Very High,0.4310965731990054,8+,White,Male,36-50
1785,Very High,Very High,0.4310965731990054,8+,Black,Male,36-50
1786,Very High,Very High,0.4310965731990054,8+,Hispanic,Male,36-50
1787,Very High,Very High,0.4310965731990054,8+,Other,Male,36-50
1788,Very High,Very High,0.4310965731990054,8+,White,Female,36-50
1789,Very High,Very High,0.4310965731990054,8+,Black,Female,36-50
1790,Very High,Very High,0.4310965731990054,8+,Hispanic,Female,36-50
1791,Very High,Very High,0.4310965731990054,8+,Other,Female,36-50
1792,Very High,Very High,0.4310965731990054,8+,White,Male,51+
1793,Very High,Very High,0.4310965731990054,8+,Black,Male,51+
1794,Very High,Very High,0.4310965731990054,8+,Hispanic,Male,51+
1795,Very High,Very High,0.4310965731990054,8+,Other,Male,51+
1796,Very High,Very High,0.4310965731990054,8+,White,Female,51+
1797,Very High,Very High,0.4310965731990054,8+,Black,Female,51+
1798,Very High,Very High,0.4310965731990054,8+,Hispanic,Female,51+
1799,Very High,Very High,0.4310965731990054,8+,Other,Female,51+
